aardvark|anteater,placental
leeway|drift,allowance,margin,tolerance,discrepancy,disagreement,divergence,variance
left|left-hand,leftmost,near,nigh,port,larboard,left-handed,right,leftover,remaining,leftist,left-wing,liberal,socialistic,socialist,center,position,place,faction,sect,hand,mitt,tract,parcel,turn,turning
left-hand|left,left-handed
left-handed|left,left-hand,ambidextrous,right-handed,illegitimate,legitimate,ambiguous,bumbling,bungling,ham-fisted,ham-handed,heavy-handed,maladroit
left-hander|lefty,southpaw,pitcher,hurler,twirler,person,individual,someone,somebody,mortal,soul
left-wing|leftist,left
left-winger|collectivist,leftist,socialist
leftism|ideology
leftist|left-wing,left,collectivist,left-winger,socialist
leftmost|left
leftover|left,remaining,remnant,remainder,balance,residual,residue,residuum,rest
leftovers|food
lefty|left-hander,southpaw,person,individual,someone,somebody,mortal,soul,pitcher,hurler,twirler
legacy|bequest,gift,inheritance,heritage
legal|judicial,juristic,lawful,legitimate,licit,statutory,illegal,collection,aggregation,accumulation,assemblage,sound,effectual,valid,eligible
legalese|style
legalism|conformity,conformism
legality|lawfulness,illegality
legalize|legitimize,legitimate,legitimatize,permit,allow,countenance,outlaw
legally|lawfully,unlawfully
legate|emissary,envoy
legatee|beneficiary
legation|position,post,berth,office,spot,billet,place,situation
legato|smooth,staccato
legend|fable,story,caption,title
legendary|known,fabled,unreal
legerdemain|trick,magic,conjuration,illusion,deception,performance
legged|legless
legging|garment
leggy|tall
leghorn|boater,sailor,skimmer,chapeau
legibility|distinctness,sharpness,readability,illegibility
legible|clean,fair,clear,decipherable,readable,illegible
legibly|illegibly
legion|host,army,association,force,horde,multitude,throng,concourse
legionary|legionnaire,soldier
legionnaire|veteran,legionary,soldier
legislate|pass,ordain,enact
legislation|lawmaking,government,governing,governance
legislative|assembly,legislature
legislator|lawgiver,lawmaker,politician
legislature|legislative,assembly
legitimacy|lawfulness,illegitimacy,authenticity,genuineness,credibility
legitimate|left-handed,true,lawful,rightful,legal,valid,illegitimate,logical,licit,legalize,legitimize,legitimatize,permit,allow,countenance,outlaw,justify,vindicate,change,alter,modify
legitimately|lawfully,licitly,illicitly,lawlessly
legitimatize|legalize,legitimize,legitimate,permit,allow,countenance,outlaw
legitimize|legalize,legitimate,legitimatize,permit,allow,countenance,outlaw
legless|legged
legume|herb,seedpod,vegetable,veggie
leguminous|herb
leisure|rest,ease,repose,relaxation
leisured|idle
leisurely|easy,easygoing,unhurried
leitmotif|leitmotiv,tune,melody,strain,line
leitmotiv|leitmotif,tune,melody,strain,line
lemming|rodent
lemon|citrus,maize,yellow,yellowness,relish,flavor,savor,smack,tang,stinker,artifact,artefact
lemony|sourish,tangy,tart,sour
lemur|primate
lend|impart,bestow,contribute,bring,change,alter,modify,loan,give,borrow
lender|loaner,investor,borrower
length|dimension,duration,extent,distance,size,section,segment
lengthen|increase,shorten,grow
lengthiness|extension,prolongation,continuation,protraction,duration,length
lengthways|lengthwise,axial,fore-and-aft,linear,running,longitudinal,crosswise,longways
lengthwise|lengthways,axial,fore-and-aft,linear,running,longitudinal,crosswise,longways
lengthy|drawn-out,extended,prolonged,protracted,long
lenience|leniency,mildness,mercy,indulgence,tolerance
leniency|lenience,mildness,mercy,indulgence,tolerance
lenient|indulgent,soft,permissive,easy,undemanding,clement
leniently|laxly
lenitive|palliative,remedy,curative,cure,therapeutic
lens|channel,line,organ
lent|season
lentil|legume
leopard|pelt
leopardess|leopard
leotard|garment
leper|sufferer,outcast,castaway,pariah
leprechaun|gremlin,pixie,pixy,brownie
lesbian|homosexual,homo
lesbianism|queerness,gayness
lesion|pathology,wound,injury,hurt,harm,trauma
less|little,more,inferior
lessee|leaseholder,tenant,renter
lessen|decrease,diminish,fall,increase,change,alter,modify,subside,weaken
lesser|small,little
lesson|teaching,instruction,pedagogy,example,admonition,monition,warning,moral,meaning,significance,import,schoolwork
lessor|owner,proprietor
lethal|deadly,fatal
lethargic|dazed,foggy,groggy,logy,dreamy,languid,languorous,listless,inactive,energetic
lethargy|lassitude,sluggishness,torpor,torpidity,slackness,weakness,languor,phlegm,flatness,inactivity,inertia
letter|missive,text,document,character,award,accolade,honor,laurels,owner,proprietor,earn,garner,print,impress,write
lettered|enlightened,knowing,learned,well-read,educated
letterer|painter
letterhead|stationery
lettering|inscription,writing
letterpress|printing
letters|culture,erudition,learning,scholarship
lettuce|boodle,bread,cabbage,dough,kale,lucre,loot,pelf,scratch,shekels,sugar,wampum,money,herb
letup|lull,pause,intermission,break,interruption,suspension
leukemia|cancer
leukocyte|corpuscle
levee|reception,pier,wharf,dock,embankment
level|flat,plane,even,unwavering,steady,horizontal,equal,degree,grade,property,tier,rank,stage,point,state,altitude,height,indicator,surface,floor,storey,story,structure,construction,layer,stratum,place,take,train,direct,raze,dismantle,destroy,destruct,raise,flush,charge,talk,speak
leveler|leveller,radical
levelheaded|healthy,intelligent,sound,reasonable,sensible
leveller|leveler,radical
lever|machine,tumbler,prize,jimmy,open
leverage|purchase,advantage,vantage,investment,supplement,supply,provide,render,furnish
leviathan|freak,monster,monstrosity
levitate|raise,lift,elevate,hover
levitation|phenomenon,travel,gravitation,rise,ascent,ascension
levity|feeling,gravity,frivolity
levy|charge,conscription,muster,draft,impose,bill,recruit,raise,enlist
lewd|obscene,raunchy,salacious,dirty,lascivious,libidinous,lustful,sexy
lewdly|obscenely
lewdness|obscenity,bawdiness,indecency
lexical|wordbook
lexicography|writing,authorship,composition
lexicon|vocabulary,cognition,knowledge,dictionary,wordbook
liabilities|possession
liability|indebtedness,obligation,badness,asset
liable|likely,nonexempt,nonresistant,unresistant,susceptible,responsible
liaise|intercede,mediate,intermediate,arbitrate,negotiate
liaison|affair,intimacy,involvement,amour,link,contact,channel,line
liar|prevaricator,deceiver,cheat,cheater,trickster,beguiler,slicker
libation|drink,helping,portion,serving
libber|feminist,reformer,crusader
libel|defamation,calumny,calumniation,obloquy,complaint,defame,slander,smirch,denigrate,calumniate,smear,sully,besmirch
libeler|defamer,slanderer,backbiter,traducer,detractor,knocker
libellous|calumnious,defamatory,libelous,slanderous,harmful
libelous|calumnious,defamatory,libellous,slanderous,harmful
liberal|broad,tolerant,left,progressive,conservative,bighearted,bounteous,bountiful,handsome,giving,openhanded,generous,free,loose,inexact,adult,grownup
liberalism|ideology
liberality|liberalness,tolerance,generosity,generousness
liberalize|change,alter,modify
liberally|munificently,generously
liberalness|liberality,tolerance,generosity,generousness
liberate|emancipate,turn,free,release,unloose,unloosen,loose,confine,discharge
liberated|free,emancipated
liberation|release,achievement,attempt,effort,endeavor,dismissal,discharge,sack,sacking,termination,ending,conclusion
liberator|benefactor,helper,captor
libertarian|philosopher
libertine|debauched,degenerate,dissipated,dissolute,profligate,riotous,fast,immoral,debauchee
liberty|autonomy,independence,freedom,leave,familiarity,impropriety,misbehavior,misdeed
libidinous|lascivious,lewd,lustful,sexy
librarian|professional
library|room,collection,aggregation,accumulation,assemblage,depository,deposit,repository,building,edifice
librettist|writer,author
libretto|script,book
license|permit,instrument,liberty,permission,empowerment,certify,authorize,pass,clear
licensed|accredited
licensee|retailer
licentiate|scholar,student
licentious|unchaste
licentiously|wantonly
lichee|litchi,lychee
lichen|fungus
licit|illicit,lawful,legitimate,legal
licitly|legitimately,lawfully,illicitly,lawlessly
lick|sediment,deposit,touch,touching,punch,clout,poke,blow,cream,clobber,drub,thrash,beat,crush,shell,trounce,vanquish,stroke,fondle,solve,work,understand,drink,imbibe
licking|defeat,ending,conclusion,finish,failure,victory,beating,thrashing,drubbing
licorice|herb,candy
lidded|lidless
lidless|lidded,topless,sleepless,alert
lied|song,vocal
lief|gladly,fain
liege|loyal,vassal,follower,seigneur,seignior,city,metropolis
lien|spleen
lieu|stead,position,place,function,office,part,role
lieutenancy|position,post,berth,office,spot,billet,place,situation
lieutenant|lawman,deputy,assistant,helper,help,supporter
life|being,existence,living,experience,animation,aliveness,lifetime,period,liveliness,spirit,invigoration,biography,history,account,chronicle,story,person,individual,someone,somebody,mortal,soul,motivation,motive,need,sentence,time
life-size|life-sized,full-size,large
life-sized|life-size,full-size,large
lifeblood|blood,force
lifeguard|lifesaver,attendant,tender
lifeless|dead,empty
lifelessly|deadly
lifelessness|stillness,state,motion
lifelike|graphic,pictorial,vivid,realistic,natural,unaffected
lifeline|wrinkle,furrow,crease,crinkle,seam,line,support
lifelong|long
lifer|convict,inmate,jailbird
lifesaver|lifeguard,attendant,tender,preserver
lifesaving|rescue,deliverance,delivery,saving
lifestyle|manner,mode,style,fashion
lifetime|life,period
lifework|career,calling,vocation
lift|assist,assistance,help,elevation,rise,rising,ascent,ascension,wave,conveyance,transport,device,layer,elevator,facelift,airlift,transfer,drive,ride,raise,heave,propulsion,actuation,elevate,move,displace,lower,arise,travel,fall,utter,emit,revoke,annul,countermand,reverse,repeal,overturn,rescind,vacate,cancel,pilfer,cabbage,purloin,pinch,abstract,swipe,hook,sneak,filch,steal,hoist,wind,lift,better,improve,amend,ameliorate,meliorate,change,alter,modify,remove,take,withdraw,rear,look,appear,seem,liquidate,plagiarize,rustle,call,buckle,warp,terminate,scalp,operate
lifter|weightlifter,athlete,jock,booster,shoplifter,thief
liftoff|rise,rising,ascent,ascension
ligament|attachment,bond
ligate|join,bind,bandage
ligation|tying,ligature
ligature|phrase,character,band,thread,yarn,binder,ligament,tying,fastening,attachment
light|airy,buoyant,heavy,pale,pastel,powdery,white,dark,casual,ablaze,inflamed,bright,floodlit,fluorescent,illuminated,illuminating,incandescent,livid,luminescent,sunlit,unaccented,weak,unstressed,digestible,friable,sandy,loose,clean,clear,unclouded,pure,light-footed,undemanding,easy,gentle,soft,faint,lightheaded,sick,flimsy,thin,abstemious,temperate,scant,short,insufficient,deficient,unimportant,frivolous,idle,lite,low-cal,nonfat,fat-free,wakeful,shallow,promiscuous,sluttish,wanton,unchaste,position,view,perspective,luminosity,brightness,scene,illumination,condition,status,lightness,friend,insight,brainstorm,lighting,sparkle,twinkle,spark,vitality,verve,expression,look,aspect,face,ethics,morals,morality,lighter,device,illumine,illuminate,lighten,ignite,light,alight,perch,land,burn,extinguish,fall,return,pass,devolve,unhorse,dismount,descend,lightly
light-footed|light
light-minded|flippant,frivolous
lighten|cheer,unburden,brighten,change,alter,modify,darken,relieve,mitigate
lighter|fuel,light,device,barge,flatboat,boat,transport
lightheaded|faint,light,sick,dizzy,empty-headed,giddy,silly,frivolous
lighthearted|blithe,blithesome,cheerful
lighthouse|beacon,tower
lighting|light,illumination,dark,apparatus,setup,ignition,kindling,inflammation,burning,combustion
lightly|light,softly,gently,heavily,thinly,thickly
lightness|elation,joyousness,joyfulness,weight,heaviness,agility,nimbleness,gracefulness,value,darkness,light,giddiness,silliness
lightning|flash
lightproof|opaque
lights-out|bedtime,taps
lightship|ship
lightweight|unimportant,prizefighter,gladiator,cipher,nobody,nonentity,boxer,pugilist,wrestler
lignite|coal
likable|sympathetic,appealing,likeable
like|similar,like-minded,suchlike,same,unlike,equal,equivalent,alike,unalike,comparable,kind,sort,form,variety,wish,care,desire,want,dislike,consider,reckon,view,regard
like-minded|like,similar
likeable|sympathetic,appealing,likable
likelihood|likeliness,probability,unlikeliness,unlikelihood
likeliness|likelihood,probability,unlikeliness,unlikelihood
likely|liable,probable,promising,possible,unlikely,presumptive,improbable,potential,prospective,credible,believable,probably
liken|compare,equate,study,consider
likeness|similitude,similarity,unlikeness,semblance,picture,image,icon,ikon
likewise|similarly,besides,also,alike
liking|feeling,dislike
lilac|lavender,chromatic,shrub,bush
lilliputian|bantam,diminutive,midget,petite,tiny,flyspeck,small,little,niggling,piddling,piffling,petty,picayune,trivial,unimportant,character
lilt|swing,pronounce,articulate,enunciate
lilting|swinging,rhythmical,rhythmic
lily-livered|chicken,yellow,cowardly,fearful
lily-white|white,segregated,achromatic
limb|extremity,appendage,member,branch,edge,border,part,portion,projection
limber|supple,flexible,attach
limbo|oblivion,obscurity
lime|hydroxide,quicklime,oxide,adhesive,citrus,linden,basswood,tree,spread,scatter,cover
limelight|spotlight,glare,prominence,lamp
limerick|city,metropolis,port,verse,rhyme
limestone|rock,stone
limit|bound,boundary,extent,ending,demarcation,bounds,extremity,limitation,restrict,restrain,trammel,confine,throttle,control,hold,contain,check,curb,moderate,circumscribe,decrease,lessen,specify,determine,choose,take,select
limitation|restriction,rule,regulation,disadvantage,limit
limited|controlled,restricted,minor,modest,small,small-scale,narrow,unlimited,qualified,moderate,special,specific,finite,express,local
limiter|clipper,circuit
limiting|constrictive,restrictive,modification
limitless|illimitable,measureless,unmeasured,immeasurable,unlimited,bottomless,oceanic,untrammeled,limited,boundless,unbounded,infinite
limn|delineate,outline,draw,portray,depict,represent,interpret
limo|limousine,auto,automobile,machine,motorcar
limousine|limo,auto,automobile,machine,motorcar
limp|flaccid,slack,weak,stale,hitch,hobble,gait,gimp,walk,proceed,continue
limpet|shellfish
limpid|liquid,clear,crystalline,lucid,pellucid,transparent,perspicuous
limpidity|clarity,lucidity,lucidness,clearness,obscurity,transparency
limpidly|lucidly
limpness|flabbiness,flaccidity,softness
linage|lineage,number,rate
linchpin|anchor,mainstay,keystone,backbone,support
linden|basswood,wood,lime,tree
line|formation,mark,print,shape,form,text,position,reasoning,cable,conductor,course,series,location,wrinkle,furrow,crease,crinkle,seam,depression,impression,imprint,pipeline,pipe,piping,road,route,connection,connector,connecter,connective,conformity,conformation,compliance,abidance,lineage,descent,bloodline,blood,pedigree,ancestry,origin,parentage,stock,genealogy,artifact,artefact,occupation,business,activity,channel,merchandise,ware,product,carrier,credit,tune,melody,strain,music,note,billet,demarcation,contrast,distinction,cover,trace,draw,describe,delineate,score,fill,reinforce,reenforce
lineage|line,descent,bloodline,blood,pedigree,ancestry,origin,parentage,stock,genealogy,kinship,relationship,linage,number,rate,derivation,inheritance
lineal|direct,unilateral,related,collateral,linear
lineament|quality,character,property,attribute,dimension,feature
linear|additive,nonlinear,lineal,rectilinear,cubic,analogue,analog,digital,elongate,simple,running,lengthwise,lengthways
linebacker|back
lined|rough,unlined
lineman|surveyor,electrician,linesman,position
linen|fabric,cloth,material,textile,paper
liner|lining
linesman|official,electrician,lineman
lineup|card,roll,roster,line
